,hamming_train_list,f1_macro_train_list,f1_micro_train_list,acc_train_list,hamming_test_list,f1_macro_test_list,f1_micro_test_list,acc_test_list,train_l_list
0,0.22375,0.32737659428033156,0.6028526148969889,0.48214285714285715,0.19416666666666665,0.23900913388065534,0.6458966565349544,0.535,tensor(3.4583)
1,0.22125,0.3325047164713117,0.6072900158478606,0.48714285714285716,0.19416666666666665,0.24584867432082091,0.6448170731707318,0.5383333333333333,tensor(3.3033)
2,0.21696428571428572,0.3410107229305915,0.6146527117031398,0.49642857142857144,0.19333333333333333,0.24774667417775276,0.6458015267175573,0.5383333333333333,tensor(3.1768)
3,0.21339285714285713,0.3520348393206256,0.6212361331220285,0.5028571428571429,0.19666666666666666,0.24934798807749625,0.6402439024390244,0.5316666666666666,tensor(3.0658)
4,0.20892857142857144,0.36316484696095297,0.629277566539924,0.5114285714285715,0.19833333333333333,0.25136937366039536,0.6366412213740458,0.53,tensor(2.9633)
5,0.20857142857142857,0.3648268278667234,0.6299112801013941,0.5121428571428571,0.19791666666666666,0.2543805002844885,0.6371275783040488,0.53,tensor(2.8654)
6,0.2069642857142857,0.3688152626917078,0.6328793158061451,0.515,0.19791666666666666,0.25730896941786824,0.6371275783040488,0.53,tensor(2.7707)
7,0.2057142857142857,0.3707477284210269,0.6349809885931559,0.5178571428571429,0.19791666666666666,0.25730896941786824,0.6371275783040488,0.53,tensor(2.6773)
8,0.20285714285714285,0.37747632903510414,0.640506329113924,0.5228571428571429,0.2,0.2562547183285385,0.6335877862595419,0.5266666666666666,tensor(2.5846)
9,0.20232142857142857,0.3781162272552206,0.6415691236950333,0.5228571428571429,0.19958333333333333,0.2562547183285385,0.6340718105423987,0.5266666666666666,tensor(2.4932)
10,0.20107142857142857,0.3830744923675996,0.6441213653603034,0.5257142857142857,0.19875,0.258215502642264,0.6355996944232238,0.5283333333333333,tensor(2.4017)
11,0.2005357142857143,0.3830797180228344,0.6449573190009485,0.5264285714285715,0.20041666666666666,0.2571501604703343,0.6325439266615737,0.525,tensor(2.3105)
12,0.2005357142857143,0.3830797180228344,0.6449573190009485,0.5264285714285715,0.20041666666666666,0.2571501604703343,0.6325439266615737,0.525,tensor(2.2197)
13,0.19982142857142857,0.38487545429525455,0.6462219411950679,0.5278571428571428,0.20208333333333334,0.2560890491924975,0.6294881588999236,0.5216666666666666,tensor(2.1291)
14,0.20017857142857143,0.3830509488060143,0.6455896300980082,0.5271428571428571,0.20041666666666666,0.2571501604703343,0.6325439266615737,0.525,tensor(2.0383)
15,0.1994642857142857,0.3846262422120898,0.6468542522921278,0.5285714285714286,0.20208333333333334,0.2560890491924975,0.6294881588999236,0.5216666666666666,tensor(1.9475)
16,0.19892857142857143,0.3892661469377169,0.6481364497789008,0.5292857142857142,0.20208333333333334,0.2560890491924975,0.6294881588999236,0.5216666666666666,tensor(1.8571)
17,0.19857142857142857,0.38622631383291856,0.6485461441213655,0.53,0.20291666666666666,0.25556002574831027,0.6279602750190986,0.52,tensor(1.7665)
18,0.1980357142857143,0.38948813805566873,0.6496050552922591,0.5314285714285715,0.20291666666666666,0.25556002574831027,0.6279602750190986,0.52,tensor(1.6761)
19,0.19875,0.38678241144721087,0.6481188744862472,0.53,0.20208333333333334,0.2560890491924975,0.6294881588999236,0.5216666666666666,tensor(1.5859)
