,hamming_train_list,f1_macro_train_list,f1_micro_train_list,acc_train_list,hamming_test_list,f1_macro_test_list,f1_micro_test_list,acc_test_list,train_l_list
0,0.15232142857142858,0.39107987148561396,0.7536817788045047,0.5528571428571428,0.16541666666666666,0.3523351442698775,0.7319378798109385,0.5233333333333333,tensor(3.8419)
1,0.15196428571428572,0.3660512661984676,0.7529753265602321,0.5535714285714286,0.16583333333333333,0.3443368596578461,0.7303523035230354,0.5233333333333333,tensor(3.5537)
2,0.14946428571428572,0.36441487320387217,0.7570391872278665,0.5592857142857143,0.16541666666666666,0.3328312698280676,0.7304820095044127,0.5233333333333333,tensor(3.3220)
3,0.14857142857142858,0.3635395184705589,0.7585606500290192,0.5614285714285714,0.16541666666666666,0.3328312698280676,0.7304820095044127,0.5233333333333333,tensor(3.1389)
4,0.1480357142857143,0.35957552158845807,0.7599189110918042,0.5635714285714286,0.16375,0.33988014200851874,0.7339201083276914,0.5283333333333333,tensor(2.9926)
5,0.1467857142857143,0.3646775624047846,0.7624277456647399,0.5678571428571428,0.16166666666666665,0.3359156854124832,0.7371273712737128,0.5333333333333333,tensor(2.8729)
6,0.14517857142857143,0.37326617460277867,0.7657735522904062,0.5735714285714286,0.15875,0.34737481451867114,0.7430883344571814,0.545,tensor(2.7703)
7,0.1444642857142857,0.3760264126815475,0.7671942446043166,0.5764285714285714,0.155,0.3611536053872453,0.7506702412868633,0.5583333333333333,tensor(2.6778)
8,0.1432142857142857,0.3807619461354354,0.7696726019529007,0.5807142857142857,0.15458333333333332,0.3626228492164212,0.7515070328198259,0.56,tensor(2.5917)
9,0.14232142857142857,0.3840726288155871,0.7714367651276168,0.5828571428571429,0.15375,0.3655260750228728,0.7531772575250837,0.5633333333333334,tensor(2.5082)
10,0.14107142857142857,0.3890154304559929,0.7740274599542334,0.5871428571428572,0.15333333333333332,0.36696033797107996,0.7540106951871659,0.565,tensor(2.4269)
11,0.14125,0.38878213247083915,0.7738061195310265,0.5864285714285714,0.15291666666666667,0.3683832178800157,0.7548430193720774,0.5666666666666667,tensor(2.3464)
12,0.14125,0.38878213247083915,0.7738061195310265,0.5864285714285714,0.15208333333333332,0.3683832178800157,0.7558528428093646,0.5683333333333334,tensor(2.2659)
13,0.14107142857142857,0.3898171858783914,0.7742857142857144,0.5878571428571429,0.15125,0.3711953663614555,0.7575150300601203,0.5716666666666667,tensor(2.1857)
14,0.1405357142857143,0.39296405025505643,0.7753354267770483,0.59,0.15166666666666667,0.37258489855228455,0.7573333333333333,0.57,tensor(2.1050)
15,0.13982142857142857,0.39795574506822745,0.77660485021398,0.5921428571428572,0.14916666666666667,0.3780357275325253,0.7616511318242344,0.5766666666666667,tensor(2.0242)
16,0.13892857142857143,0.3989108902187577,0.7785998861696074,0.5964285714285714,0.14833333333333334,0.38069848881597623,0.7632978723404257,0.5783333333333334,tensor(1.9431)
17,0.13892857142857143,0.40342069414032633,0.7788516202387722,0.5971428571428572,0.14916666666666667,0.38069848881597623,0.7622841965471449,0.5766666666666667,tensor(1.8610)
18,0.1382142857142857,0.408385403766273,0.7799886299033542,0.5978571428571429,0.14791666666666667,0.3820146246411934,0.7641196013289037,0.58,tensor(1.7793)
19,0.13857142857142857,0.40874425973144407,0.7797956867196368,0.5971428571428572,0.14791666666666667,0.38461698411378187,0.7647448641484426,0.5816666666666667,tensor(1.6966)
20,0.13857142857142857,0.40874425973144407,0.7797956867196368,0.5978571428571429,0.14708333333333334,0.38461698411378187,0.7657597876575978,0.5833333333333334,tensor(1.6138)
21,0.1382142857142857,0.408969320870558,0.7803632236095347,0.5978571428571429,0.14708333333333334,0.38461698411378187,0.7657597876575978,0.5833333333333334,tensor(1.5309)
22,0.13857142857142857,0.4092364845189069,0.7797956867196368,0.5978571428571429,0.14666666666666667,0.3859034335134388,0.76657824933687,0.585,tensor(1.4470)
23,0.1380357142857143,0.414762618095174,0.7810818465024073,0.6,0.1475,0.3859034335134388,0.7655629139072848,0.5833333333333334,tensor(1.3635)
24,0.13839285714285715,0.4096948459961007,0.7802665154522257,0.5992857142857143,0.14666666666666667,0.3859034335134388,0.76657824933687,0.585,tensor(1.2789)
25,0.13785714285714284,0.4114651610873113,0.7813031161473087,0.6014285714285714,0.14666666666666667,0.3859034335134388,0.76657824933687,0.585,tensor(1.1946)
26,0.1380357142857143,0.410047399344646,0.7810818465024073,0.6007142857142858,0.14625,0.3909034335134388,0.7673956262425448,0.5866666666666667,tensor(1.1098)
27,0.13767857142857143,0.4120513581373811,0.7816482582837723,0.6021428571428571,0.14583333333333334,0.39218021036121864,0.7682119205298013,0.5883333333333334,tensor(1.0251)
28,0.13767857142857143,0.4120513581373811,0.7816482582837723,0.6021428571428571,0.14625,0.38718021036121864,0.7673956262425448,0.5866666666666667,tensor(0.9395)
29,0.1375,0.4131135444657042,0.7819932049830125,0.6028571428571429,0.14625,0.38718021036121864,0.7673956262425448,0.5866666666666667,tensor(0.8545)
